Ackermannviridae	Aggregaviridae	Aliceevansviridae	Alisviridae	Andersonviridae	Arenbergviridae	Asemoviridae	Assiduviridae	Atkinsviridae	Autolykiviridae	Autonotataviridae	Autoscriptoviridae	Autosignataviridae	Autotranscriptaviridae	Berryhillviridae	Blumeviridae	Casidaviridae	Casjensviridae	Chaseviridae	Chimalliviridae	Colingsworthviridae	Connertonviridae	Corticoviridae	Crevaviridae	Demerecviridae	Drexlerviridae	Duinviridae	Duneviridae	Ehrlichviridae	Epsomviridae	Felixviridae	Fiersviridae	Finnlakeviridae	Forsetiviridae	Fredfastierviridae	Grimontviridae	Guelinviridae	Helgolandviridae	Herelleviridae	Hodgkinviridae	Inoviridae	Intestiviridae	Jeanschmidtviridae	Kleczkowskaviridae	Konodaiviridae	Kruegerviridae	Kyanoviridae	Lakviridae	Lindbergviridae	Ludisviridae	Madridviridae	Matsushitaviridae	Mazoviaviridae	Mestraviridae	Mesyanzhinovviridae	Microviridae	Mktvariviridae	Molycolviridae	Naomviridae	Nixviridae	Obscuriviridae	Orlajensenviridae	Pachyviridae	Parnassusviridae	Paulinoviridae	Peduoviridae	Pervagoviridae	Plasmaviridae	Plectroviridae	Pootjesviridae	Rountreeviridae	Saffermanviridae	Salasmaviridae	Sarkviridae	Schitoviridae	Solspiviridae	Stackebrandtviridae	Stanwilliamsviridae	Steigviridae	Steitzviridae	Straboviridae	Suoliviridae	Tectiviridae	Toyamaviridae	Trautnerviridae	Umezonoviridae	Vandenendeviridae	Vilmaviridae	Winoviridae	Zierdtviridae	Zobellviridae
PHROG_19	PHROG_2	PHROG_3	PHROG_4	PHROG_6	PHROG_7	PHROG_873	PHROG_2	PHROG_4267	PHROG_873	PHROG_7	PHROG_19	PHROG_17	PHROG_107	PHROG_6	PHROG_4267	PHROG_9	PHROG_15	PHROG_6	PHROG_16	PHROG_5	PHROG_19	PHROG_91	PHROG_85	PHROG_2	PHROG_7	PHROG_4267	PHROG_53	PHROG_19	PHROG_7	PHROG_2	PHROG_4267	PHROG_702	PHROG_2	PHROG_17	PHROG_107	PHROG_1907	PHROG_2	PHROG_6	PHROG_5		PHROG_85	PHROG_4	PHROG_8	PHROG_2	PHROG_1	PHROG_16	PHROG_19	PHROG_6	PHROG_1	PHROG_199	PHROG_2666	PHROG_1	PHROG_2524	PHROG_2	PHROG_514	PHROG_7	PHROG_16	PHROG_2	PHROG_1	PHROG_19081	PHROG_5	PHROG_1	PHROG_91		PHROG_43	PHROG_17	PHROG_3	PHROG_11343	PHROG_19	PHROG_199	PHROG_38	PHROG_1907	PHROG_62	PHROG_38	PHROG_4267	PHROG_5	PHROG_2	PHROG_85	PHROG_4267	PHROG_19	PHROG_19	PHROG_2666	PHROG_1	PHROG_19	PHROG_3	PHROG_6	PHROG_1	PHROG_26	PHROG_9	PHROG_107
PHROG_22	PHROG_10	PHROG_5	PHROG_26	PHROG_7	PHROG_19	PHROG_2666	PHROG_171	PHROG_4286	PHROG_1907	PHROG_19	PHROG_107	PHROG_107	PHROG_112	PHROG_23	PHROG_4286	PHROG_17	PHROG_21	PHROG_11	PHROG_62	PHROG_9	PHROG_23	PHROG_402	PHROG_114	PHROG_10	PHROG_14	PHROG_4286	PHROG_216	PHROG_26	PHROG_16	PHROG_6	PHROG_4286	PHROG_4928	PHROG_10	PHROG_38	PHROG_114	PHROG_2006	PHROG_53	PHROG_19	PHROG_38		PHROG_114	PHROG_7	PHROG_16	PHROG_29	PHROG_19	PHROG_19	PHROG_22	PHROG_11	PHROG_4	PHROG_1027	PHROG_21776	PHROG_3		PHROG_62		PHROG_22	PHROG_19	PHROG_84	PHROG_53	PHROG_19410	PHROG_9	PHROG_148	PHROG_105		PHROG_46	PHROG_69	PHROG_216		PHROG_22	PHROG_1907	PHROG_239	PHROG_2006	PHROG_66	PHROG_124	PHROG_4286	PHROG_38	PHROG_12	PHROG_135	PHROG_4286	PHROG_22	PHROG_124	PHROG_5863	PHROG_156	PHROG_34	PHROG_12	PHROG_11	PHROG_9	PHROG_94	PHROG_29	PHROG_239
PHROG_23	PHROG_56	PHROG_202	PHROG_38	PHROG_11	PHROG_22	PHROG_4441	PHROG_239		PHROG_2666	PHROG_107	PHROG_221	PHROG_114	PHROG_239	PHROG_26		PHROG_22	PHROG_27	PHROG_17	PHROG_77	PHROG_10	PHROG_45	PHROG_873	PHROG_253	PHROG_12	PHROG_18		PHROG_4002	PHROG_47	PHROG_19	PHROG_146		PHROG_20088	PHROG_12	PHROG_124	PHROG_239	PHROG_2038	PHROG_129	PHROG_22	PHROG_44		PHROG_135	PHROG_38	PHROG_19	PHROG_50	PHROG_83	PHROG_22	PHROG_47	PHROG_62	PHROG_29	PHROG_1907	PHROG_29187	PHROG_8		PHROG_84		PHROG_107	PHROG_47	PHROG_86	PHROG_435	PHROG_19664	PHROG_12	PHROG_315	PHROG_2013		PHROG_48	PHROG_125			PHROG_23	PHROG_2006	PHROG_267	PHROG_2038	PHROG_69	PHROG_325		PHROG_102	PHROG_19	PHROG_190		PHROG_45	PHROG_412		PHROG_19255	PHROG_44	PHROG_44	PHROG_29	PHROG_19	PHROG_113	PHROG_62	PHROG_267
PHROG_45	PHROG_72	PHROG_297	PHROG_195	PHROG_22	PHROG_43	PHROG_8536	PHROG_4932		PHROG_3600	PHROG_114	PHROG_267	PHROG_221	PHROG_267	PHROG_44		PHROG_95	PHROG_29	PHROG_38	PHROG_97	PHROG_12	PHROG_47	PHROG_2666	PHROG_298	PHROG_16	PHROG_24		PHROG_10300	PHROG_69	PHROG_23	PHROG_196			PHROG_51	PHROG_139	PHROG_335	PHROG_2150	PHROG_216	PHROG_47	PHROG_421		PHROG_253	PHROG_62	PHROG_23	PHROG_64	PHROG_85	PHROG_23	PHROG_56	PHROG_114	PHROG_38	PHROG_2006	PHROG_29323	PHROG_19		PHROG_145		PHROG_170	PHROG_84	PHROG_107	PHROG_498	PHROG_19850	PHROG_2263	PHROG_392	PHROG_2666		PHROG_52	PHROG_190			PHROG_45	PHROG_2038	PHROG_332	PHROG_2150	PHROG_112	PHROG_743		PHROG_106	PHROG_22	PHROG_412		PHROG_47	PHROG_1252		PHROG_22135	PHROG_58	PHROG_50	PHROG_49	PHROG_22	PHROG_195	PHROG_102	PHROG_332
PHROG_77	PHROG_98	PHROG_998	PHROG_267	PHROG_29	PHROG_47	PHROG_8911	PHROG_5883		PHROG_8536	PHROG_267	PHROG_342	PHROG_239	PHROG_308	PHROG_113		PHROG_104	PHROG_49	PHROG_107	PHROG_100	PHROG_17	PHROG_69	PHROG_4441	PHROG_325	PHROG_19	PHROG_30		PHROG_18835	PHROG_85	PHROG_47	PHROG_205			PHROG_148	PHROG_325	PHROG_402	PHROG_4898	PHROG_524	PHROG_97	PHROG_434		PHROG_298	PHROG_84	PHROG_45	PHROG_72	PHROG_86	PHROG_45	PHROG_77	PHROG_120	PHROG_50	PHROG_2038	PHROG_29754	PHROG_47		PHROG_161		PHROG_239	PHROG_86	PHROG_145	PHROG_954	PHROG_20088	PHROG_4574	PHROG_715	PHROG_4849		PHROG_65	PHROG_246			PHROG_47	PHROG_2150	PHROG_1990	PHROG_2248	PHROG_145	PHROG_1216		PHROG_110	PHROG_47	PHROG_1501		PHROG_77	PHROG_1365		PHROG_22323	PHROG_59	PHROG_80	PHROG_85	PHROG_34	PHROG_267	PHROG_104	PHROG_7592
PHROG_100	PHROG_99	PHROG_1022	PHROG_296	PHROG_53	PHROG_54		PHROG_5945			PHROG_342	PHROG_414	PHROG_267	PHROG_342	PHROG_148		PHROG_117	PHROG_53	PHROG_114	PHROG_159	PHROG_33	PHROG_85	PHROG_8536	PHROG_1221	PHROG_22	PHROG_38		PHROG_19217	PHROG_113	PHROG_56	PHROG_324			PHROG_319	PHROG_889	PHROG_448	PHROG_5472	PHROG_625	PHROG_100	PHROG_597		PHROG_325	PHROG_85	PHROG_47	PHROG_148	PHROG_102	PHROG_47	PHROG_94	PHROG_181	PHROG_64	PHROG_2150	PHROG_30283	PHROG_59		PHROG_169		PHROG_323	PHROG_97	PHROG_169	PHROG_6444	PHROG_20522	PHROG_5493	PHROG_3188	PHROG_8536		PHROG_71	PHROG_403			PHROG_56	PHROG_2248	PHROG_10775	PHROG_3225	PHROG_179	PHROG_1297		PHROG_159	PHROG_85	PHROG_2872		PHROG_100	PHROG_1740		PHROG_23743	PHROG_64	PHROG_130	PHROG_86	PHROG_44	PHROG_907	PHROG_106	PHROG_7931
PHROG_114	PHROG_171	PHROG_1060	PHROG_310	PHROG_86	PHROG_77		PHROG_6645			PHROG_414	PHROG_423	PHROG_342	PHROG_446	PHROG_380		PHROG_123	PHROG_62	PHROG_120	PHROG_160	PHROG_80	PHROG_86	PHROG_8911	PHROG_1252	PHROG_31	PHROG_44		PHROG_19224	PHROG_139	PHROG_77	PHROG_370			PHROG_392	PHROG_1218	PHROG_619	PHROG_16615	PHROG_2860	PHROG_244	PHROG_620		PHROG_1221	PHROG_86	PHROG_54	PHROG_216	PHROG_106	PHROG_56	PHROG_97	PHROG_192	PHROG_130	PHROG_2248	PHROG_30846	PHROG_86		PHROG_174		PHROG_547	PHROG_100	PHROG_170	PHROG_21862	PHROG_20547	PHROG_5938	PHROG_3292	PHROG_12546		PHROG_73	PHROG_435			PHROG_77	PHROG_3225	PHROG_19395	PHROG_6358	PHROG_206	PHROG_1314		PHROG_352	PHROG_97	PHROG_6547		PHROG_107	PHROG_6547		PHROG_26635	PHROG_66	PHROG_135	PHROG_107	PHROG_94	PHROG_4579	PHROG_110	PHROG_8035
PHROG_138	PHROG_181	PHROG_1296	PHROG_491	PHROG_99	PHROG_86		PHROG_10066			PHROG_446	PHROG_446	PHROG_414	PHROG_449	PHROG_434		PHROG_137	PHROG_75	PHROG_126	PHROG_761	PHROG_95	PHROG_98	PHROG_18872	PHROG_3000	PHROG_47	PHROG_111		PHROG_19472	PHROG_190	PHROG_94	PHROG_6216			PHROG_674	PHROG_1328	PHROG_938	PHROG_16740	PHROG_7129	PHROG_279	PHROG_686		PHROG_1252	PHROG_114	PHROG_61	PHROG_390	PHROG_110	PHROG_61	PHROG_100	PHROG_196	PHROG_148	PHROG_15030	PHROG_31856	PHROG_114		PHROG_179		PHROG_1152	PHROG_107	PHROG_174	PHROG_22277	PHROG_20614	PHROG_6116	PHROG_4268	PHROG_12829		PHROG_74	PHROG_1075			PHROG_84		PHROG_19777	PHROG_6370	PHROG_241	PHROG_1357		PHROG_443	PHROG_159	PHROG_6681		PHROG_114	PHROG_6681		PHROG_27246	PHROG_115	PHROG_190	PHROG_113	PHROG_102	PHROG_4930	PHROG_123	PHROG_8094
PHROG_139	PHROG_412	PHROG_1489	PHROG_822	PHROG_107	PHROG_94		PHROG_10907			PHROG_449	PHROG_449	PHROG_423	PHROG_457	PHROG_595		PHROG_139	PHROG_93	PHROG_135	PHROG_2163	PHROG_139	PHROG_107	PHROG_19558	PHROG_6547	PHROG_77	PHROG_139		PHROG_19879	PHROG_192	PHROG_97	PHROG_6268			PHROG_1770	PHROG_1768	PHROG_945	PHROG_17212	PHROG_15037	PHROG_284	PHROG_776		PHROG_6547	PHROG_116	PHROG_84	PHROG_392	PHROG_123	PHROG_77	PHROG_107	PHROG_205	PHROG_216	PHROG_17155	PHROG_32089	PHROG_124		PHROG_206		PHROG_1216	PHROG_114	PHROG_206	PHROG_32115	PHROG_20649	PHROG_6509	PHROG_4932			PHROG_76	PHROG_2251			PHROG_86		PHROG_21185	PHROG_6682	PHROG_268	PHROG_2050		PHROG_645	PHROG_221	PHROG_9863		PHROG_138	PHROG_11589		PHROG_30264	PHROG_148	PHROG_434	PHROG_114	PHROG_104	PHROG_5233	PHROG_124	PHROG_8168
PHROG_150	PHROG_1273	PHROG_1567	PHROG_1238	PHROG_113	PHROG_97		PHROG_17619			PHROG_457	PHROG_457	PHROG_446	PHROG_805	PHROG_597		PHROG_193	PHROG_112	PHROG_139	PHROG_2767	PHROG_290	PHROG_114	PHROG_20312	PHROG_6681	PHROG_80	PHROG_161		PHROG_19897	PHROG_195	PHROG_100	PHROG_6356			PHROG_1891	PHROG_2210	PHROG_1216		PHROG_19879	PHROG_379	PHROG_777		PHROG_6681	PHROG_135	PHROG_85	PHROG_435	PHROG_148	PHROG_81	PHROG_135	PHROG_222	PHROG_309	PHROG_22499	PHROG_32686	PHROG_135		PHROG_212		PHROG_1265	PHROG_138	PHROG_239		PHROG_20798	PHROG_9116	PHROG_6547			PHROG_103	PHROG_3054			PHROG_97		PHROG_21656		PHROG_290	PHROG_2051		PHROG_776	PHROG_229	PHROG_11589		PHROG_139	PHROG_12622		PHROG_32516	PHROG_176	PHROG_442	PHROG_174	PHROG_106	PHROG_6911	PHROG_137	PHROG_8956
PHROG_159	PHROG_2324	PHROG_1814	PHROG_3267	PHROG_114	PHROG_100		PHROG_20586			PHROG_862	PHROG_862	PHROG_449	PHROG_822	PHROG_620		PHROG_226	PHROG_141	PHROG_146	PHROG_2921	PHROG_298	PHROG_135	PHROG_20333	PHROG_10056	PHROG_86	PHROG_169		PHROG_20317	PHROG_290	PHROG_107	PHROG_6359			PHROG_3377	PHROG_13889	PHROG_1328		PHROG_20911	PHROG_675	PHROG_779		PHROG_11589	PHROG_139	PHROG_86	PHROG_940	PHROG_159	PHROG_86	PHROG_160	PHROG_302	PHROG_315	PHROG_22891	PHROG_32692	PHROG_139		PHROG_290		PHROG_1312	PHROG_181	PHROG_241		PHROG_21678	PHROG_14988	PHROG_6645			PHROG_603	PHROG_3188			PHROG_100		PHROG_33290		PHROG_329	PHROG_2072		PHROG_777	PHROG_289	PHROG_12143		PHROG_150	PHROG_28748		PHROG_35482	PHROG_183	PHROG_1885	PHROG_196	PHROG_110	PHROG_19076	PHROG_226	PHROG_20726
PHROG_168	PHROG_2359	PHROG_1982	PHROG_4151	PHROG_120	PHROG_107		PHROG_22398			PHROG_1018	PHROG_891	PHROG_457	PHROG_920	PHROG_645		PHROG_244	PHROG_724	PHROG_196	PHROG_2926	PHROG_1885	PHROG_138	PHROG_20723	PHROG_11589	PHROG_99	PHROG_179		PHROG_20504	PHROG_405	PHROG_135	PHROG_6560			PHROG_4159	PHROG_14296	PHROG_1663		PHROG_25418	PHROG_752	PHROG_781		PHROG_12622	PHROG_145	PHROG_100	PHROG_1033	PHROG_192	PHROG_97	PHROG_168	PHROG_324	PHROG_392	PHROG_23584	PHROG_33523	PHROG_159		PHROG_477		PHROG_1663	PHROG_207	PHROG_247		PHROG_21890	PHROG_15555	PHROG_6681			PHROG_3746	PHROG_4191			PHROG_107				PHROG_396	PHROG_2109		PHROG_779	PHROG_367	PHROG_12177		PHROG_160	PHROG_33740			PHROG_194	PHROG_2324	PHROG_205	PHROG_123	PHROG_38413	PHROG_240	
PHROG_170	PHROG_2585	PHROG_1994	PHROG_6305	PHROG_139	PHROG_114		PHROG_22562			PHROG_1448	PHROG_1018	PHROG_805	PHROG_945	PHROG_673		PHROG_283	PHROG_807	PHROG_205	PHROG_2927	PHROG_2369	PHROG_168	PHROG_20836	PHROG_12622	PHROG_100	PHROG_264		PHROG_20533	PHROG_675	PHROG_160	PHROG_6566			PHROG_4276	PHROG_14764	PHROG_1740		PHROG_28855	PHROG_772	PHROG_783			PHROG_169	PHROG_107	PHROG_1423	PHROG_270	PHROG_100	PHROG_174	PHROG_325	PHROG_620	PHROG_24156	PHROG_33729	PHROG_200		PHROG_778		PHROG_1740	PHROG_213	PHROG_322			PHROG_22141	PHROG_9620			PHROG_4226	PHROG_5154			PHROG_114				PHROG_477	PHROG_2120		PHROG_781	PHROG_405	PHROG_12622		PHROG_168				PHROG_202	PHROG_5493	PHROG_221	PHROG_137		PHROG_346	
PHROG_173	PHROG_3342	PHROG_13906	PHROG_6767	PHROG_160	PHROG_138		PHROG_24382			PHROG_3883	PHROG_2083	PHROG_862	PHROG_1052	PHROG_971		PHROG_298	PHROG_1082	PHROG_239	PHROG_2943	PHROG_3671	PHROG_207	PHROG_24031	PHROG_15610	PHROG_107	PHROG_302		PHROG_20837	PHROG_976	PHROG_168	PHROG_6671			PHROG_4932	PHROG_14902	PHROG_2520		PHROG_37298	PHROG_877	PHROG_792			PHROG_170	PHROG_135	PHROG_1770	PHROG_283	PHROG_138	PHROG_200	PHROG_349	PHROG_874	PHROG_25389	PHROG_33914	PHROG_216		PHROG_1082		PHROG_2425	PHROG_219	PHROG_337			PHROG_22278	PHROG_10199			PHROG_8979	PHROG_5725			PHROG_138				PHROG_704	PHROG_2125		PHROG_783	PHROG_472	PHROG_15310		PHROG_173				PHROG_238	PHROG_5577	PHROG_239	PHROG_193		PHROG_405	
PHROG_207	PHROG_4932	PHROG_18627	PHROG_6891	PHROG_196	PHROG_139		PHROG_25460			PHROG_5112	PHROG_3112	PHROG_891	PHROG_1307	PHROG_1221		PHROG_333	PHROG_1156	PHROG_264	PHROG_2962	PHROG_6088	PHROG_211	PHROG_30767		PHROG_135	PHROG_303		PHROG_20846	PHROG_1358	PHROG_170	PHROG_6737			PHROG_6195	PHROG_15042	PHROG_2599			PHROG_937	PHROG_810			PHROG_179	PHROG_138	PHROG_5302	PHROG_301	PHROG_150	PHROG_207	PHROG_405	PHROG_954	PHROG_26145	PHROG_34543	PHROG_240		PHROG_1101		PHROG_2430	PHROG_222	PHROG_414			PHROG_23968	PHROG_10423			PHROG_13288	PHROG_6437			PHROG_139				PHROG_1538	PHROG_2130		PHROG_792	PHROG_505	PHROG_15558		PHROG_174				PHROG_247	PHROG_11324	PHROG_280	PHROG_240		PHROG_476	
PHROG_211	PHROG_5154		PHROG_6911	PHROG_205	PHROG_150		PHROG_27981			PHROG_6529	PHROG_9556	PHROG_920	PHROG_1320	PHROG_1650		PHROG_351	PHROG_1180	PHROG_280	PHROG_2986	PHROG_9220	PHROG_213	PHROG_32177		PHROG_139	PHROG_324		PHROG_20906	PHROG_1625	PHROG_174	PHROG_7694			PHROG_7445	PHROG_15136	PHROG_2941			PHROG_975	PHROG_837			PHROG_192	PHROG_150	PHROG_5377	PHROG_317	PHROG_168	PHROG_213	PHROG_421	PHROG_1365	PHROG_26305	PHROG_34887	PHROG_284		PHROG_1180		PHROG_2520	PHROG_380	PHROG_447			PHROG_24516	PHROG_10445				PHROG_6547			PHROG_150				PHROG_1819	PHROG_2135		PHROG_810	PHROG_562	PHROG_15670		PHROG_207				PHROG_263		PHROG_335	PHROG_283		PHROG_1156	
PHROG_213	PHROG_5934		PHROG_11321	PHROG_222	PHROG_160		PHROG_28384			PHROG_9556	PHROG_17672	PHROG_1018	PHROG_1327	PHROG_3585		PHROG_355	PHROG_1196	PHROG_302	PHROG_2987	PHROG_9589	PHROG_218	PHROG_32586		PHROG_160	PHROG_412		PHROG_21169	PHROG_1650	PHROG_200	PHROG_7750			PHROG_8470	PHROG_15145	PHROG_3636			PHROG_984	PHROG_838			PHROG_206	PHROG_174	PHROG_5597	PHROG_352	PHROG_170	PHROG_224	PHROG_1544	PHROG_1373	PHROG_26520	PHROG_35191	PHROG_291		PHROG_1196		PHROG_2599	PHROG_421	PHROG_448			PHROG_26963	PHROG_10907				PHROG_6681			PHROG_159				PHROG_2180	PHROG_2139		PHROG_2998	PHROG_612	PHROG_28748		PHROG_211				PHROG_323		PHROG_349	PHROG_338		PHROG_1218	
PHROG_215	PHROG_6195		PHROG_14123	PHROG_239	PHROG_168		PHROG_28730			PHROG_17672		PHROG_1249	PHROG_1339	PHROG_3894		PHROG_501	PHROG_4858	PHROG_414	PHROG_3004	PHROG_13282	PHROG_223	PHROG_34393		PHROG_170	PHROG_415		PHROG_21262	PHROG_1740	PHROG_207	PHROG_7986			PHROG_13084	PHROG_15189	PHROG_3715			PHROG_985	PHROG_859			PHROG_212	PHROG_181	PHROG_5824	PHROG_356	PHROG_178	PHROG_262	PHROG_1992	PHROG_1770	PHROG_27339	PHROG_35387	PHROG_318		PHROG_2165		PHROG_2941	PHROG_435	PHROG_465			PHROG_28553	PHROG_13704				PHROG_11660			PHROG_160				PHROG_2359	PHROG_2166		PHROG_6090	PHROG_850	PHROG_33740		PHROG_213				PHROG_434		PHROG_448	PHROG_353		PHROG_1522	
PHROG_218	PHROG_10066		PHROG_14983	PHROG_240	PHROG_170		PHROG_29116					PHROG_1312	PHROG_1351	PHROG_4565		PHROG_1338	PHROG_5078	PHROG_530	PHROG_3011	PHROG_13571	PHROG_224	PHROG_37020		PHROG_200	PHROG_510		PHROG_21356	PHROG_1905	PHROG_213	PHROG_8212			PHROG_13625	PHROG_15194	PHROG_3815			PHROG_1000	PHROG_1221			PHROG_216	PHROG_192	PHROG_6572	PHROG_421	PHROG_182	PHROG_293	PHROG_2013	PHROG_4245	PHROG_27791	PHROG_36135	PHROG_379		PHROG_4044		PHROG_3106	PHROG_540	PHROG_477			PHROG_29062	PHROG_13764				PHROG_11770			PHROG_168				PHROG_2452	PHROG_2206		PHROG_8780	PHROG_1017			PHROG_219				PHROG_1161		PHROG_547	PHROG_388		PHROG_1729	
PHROG_219	PHROG_13631		PHROG_19572	PHROG_280	PHROG_174		PHROG_29280					PHROG_2710	PHROG_1391	PHROG_5026		PHROG_1885	PHROG_6647	PHROG_563	PHROG_3013	PHROG_14726	PHROG_225	PHROG_37720		PHROG_244	PHROG_584		PHROG_21433	PHROG_2234	PHROG_218	PHROG_8737			PHROG_15220	PHROG_15195	PHROG_4287			PHROG_1004	PHROG_1389			PHROG_240	PHROG_207	PHROG_8581	PHROG_434	PHROG_207	PHROG_298	PHROG_2165	PHROG_5302	PHROG_29520	PHROG_36500	PHROG_388		PHROG_6213		PHROG_3636	PHROG_543	PHROG_547			PHROG_30740	PHROG_13932				PHROG_13704			PHROG_170				PHROG_2508	PHROG_2220		PHROG_13927	PHROG_1128			PHROG_223				PHROG_2234		PHROG_562	PHROG_403		PHROG_1981	
PHROG_223	PHROG_14476		PHROG_21917	PHROG_316	PHROG_192		PHROG_30696					PHROG_2725	PHROG_1447	PHROG_5088		PHROG_5046	PHROG_7200	PHROG_587	PHROG_3014	PHROG_15072	PHROG_230			PHROG_246	PHROG_606		PHROG_21662	PHROG_3517	PHROG_224	PHROG_11810			PHROG_18891	PHROG_15217	PHROG_4590			PHROG_1007	PHROG_1397			PHROG_289	PHROG_219	PHROG_9196	PHROG_476	PHROG_211	PHROG_351	PHROG_2378	PHROG_5377	PHROG_30532	PHROG_36565	PHROG_405		PHROG_6420		PHROG_3715	PHROG_551	PHROG_548				PHROG_13977				PHROG_13764			PHROG_174				PHROG_3064	PHROG_2346		PHROG_14225	PHROG_1194			PHROG_224				PHROG_2289		PHROG_587	PHROG_448		PHROG_2089	
